40.6251189944,-74.0972764666,56,50,0.89,0.97,1520967909.89
40.6251250398,-74.0603125602,55,54,0.98,0.97,1520967910.17
40.644954079,-74.1049446563,25,25,1.0,0.93,1520967910.44
40.6374547742,-74.1019543413,25,25,1.0,0.93,1520967910.96
40.6341488132,-74.0591802232,55,54,0.98,0.97,1520967911.22
40.6436062152,-74.052867056,50,50,1.0,0.97,1520967911.77
40.6407666302,-74.0641899272,55,54,0.98,0.97,1520967912.03
40.6475876028,-74.0514150754,50,50,1.0,0.97,1520967912.82
40.620643444,-74.0924027025,56,53,0.95,0.97,1520967913.49
40.6333037015,-74.0617794301,55,54,0.98,0.97,1520967913.75
40.650139662,-74.0976666209,35,35,1.0,0.97,1520967914.01
40.6609007237,-74.0994965046,35,35,1.0,0.97,1520967914.55
40.6447158996,-74.0540034425,50,50,1.0,0.97,1520967915.08
40.648829386,-74.0479948838,50,50,1.0,0.97,1520967915.88
40.6303856537,-74.1062043075,55,52,0.95,0.97,1520967916.14
40.6529193145,-74.0568484741,50,50,1.0,0.97,1520967916.41
40.6263685574,-74.0979433774,56,51,0.91,0.97,1520967916.69
40.6289593798,-74.1025687023,56,51,0.91,0.97,1520967916.97
40.6374607245,-74.0527289067,55,54,0.98,0.97,1520967917.23
40.6630383486,-74.1028910379,35,35,1.0,0.97,1520967917.77
40.6564157865,-74.0990044702,35,35,1.0,0.97,1520967918.03
40.6249919176,-74.0812594615,56,53,0.95,0.97,1520967918.55
40.6640898177,-74.0747422995,25,25,1.0,0.51,1520967918.81
40.6212810045,-74.0637121585,55,54,0.98,0.97,1520967919.22
40.6569769213,-74.0991266611,35,35,1.0,0.98,1520967919.76
40.6451807894,-74.096586363,25,25,1.0,0.93,1520967920.02
40.6571362721,-74.0512076143,50,50,1.0,0.97,1520967920.56
40.6445378027,-74.0969296885,25,25,1.0,0.96,1520967920.85
40.6588420027,-74.0782038777,25,25,1.0,0.51,1520967922.44
40.6203915826,-74.0712256987,55,54,0.98,0.96,1520967922.97
40.6636062487,-74.1000668785,35,35,1.0,0.97,1520967924.3
40.6302501557,-74.0493848245,55,54,0.98,0.97,1520967924.56
40.6390009678,-74.0649227603,55,54,0.98,0.97,1520967925.08
40.6242277178,-74.0633721917,55,54,0.98,0.97,1520967926.79
40.6243721496,-74.0980821549,56,51,0.91,0.97,1520967927.05
40.6619908706,-74.0768411436,25,25,1.0,0.51,1520967927.31
40.6222374775,-74.0560862074,55,54,0.98,0.97,1520967927.57
40.6554308416,-74.0821509219,35,35,1.0,0.97,1520967927.83
40.6323316575,-74.0604621583,55,54,0.98,0.96,1520967928.17
40.6605300157,-74.0833180954,25,25,1.0,0.51,1520967928.44
40.6215951291,-74.0725587429,55,53,0.96,0.97,1520967928.7
40.6614353307,-74.0793925163,25,25,1.0,0.51,1520967928.96
40.6619411195,-74.0838075558,25,25,1.0,0.51,1520967929.48
40.6420347414,-74.047903517,50,50,1.0,0.97,1520967930.02
40.6203119669,-74.0535165974,53,53,1.0,0.97,1520967930.56
40.6317136946,-74.0672455088,55,54,0.98,0.96,1520967930.84
