40.7465226756,-73.9601621233,31,27,0.87,0.97,1520967817.52
40.7548870735,-73.965047037,45,43,0.96,0.98,1520967817.79
40.7411719237,-74.0001974242,14,14,1.0,0.98,1520967818.06
40.7651557252,-73.9919175813,16,16,1.0,0.98,1520967818.34
40.7714373124,-73.9901600756,45,43,0.96,0.98,1520967818.59
40.7822263838,-73.9886579544,48,45,0.94,0.97,1520967818.86
40.7589794172,-73.9933496116,29,15,0.52,0.97,1520967819.12
40.7497701402,-73.9778656413,12,8,0.67,0.99,1520967819.38
40.7701787063,-73.9709150917,41,37,0.9,0.98,1520967819.64
40.764610659,-73.9849244318,24,24,1.0,0.98,1520967819.91
40.7571728802,-74.0143637931,22,22,1.0,0.98,1520967820.27
40.7518258514,-73.9899657716,11,11,1.0,0.99,1520967820.74
40.7512329175,-73.9979081783,10,10,1.0,0.99,1520967821.01
40.7419376244,-73.9585277435,32,31,0.97,0.98,1520967821.27
40.7716576438,-73.9682281047,41,37,0.9,0.98,1520967821.67
40.7776473053,-73.999069283,48,45,0.94,0.97,1520967822.46
40.7462773767,-73.9766431234,12,8,0.67,0.99,1520967822.73
40.7458981237,-73.9656236655,18,16,0.89,0.97,1520967823.0
40.7740815694,-73.9877067336,45,43,0.96,0.98,1520967823.26
40.7407270944,-73.9954295633,14,14,1.0,0.98,1520967823.53
40.7563977653,-73.9827241488,9,3,0.33,0.98,1520967823.79
40.7774166837,-73.9568087285,42,36,0.86,0.98,1520967824.05
40.7665973531,-74.0060033342,29,15,0.52,0.97,1520967824.32
40.7702938368,-73.9666199021,41,37,0.9,0.98,1520967824.58
40.7684273247,-73.9595930155,41,37,0.9,0.98,1520967824.84
40.7732330597,-73.9575648902,42,36,0.86,0.98,1520967825.11
40.7392662739,-73.9595450008,32,31,0.97,0.98,1520967825.37
40.7712433558,-73.9874556536,45,43,0.96,0.98,1520967825.65
40.7456121452,-73.9591856276,31,27,0.87,0.97,1520967825.9
40.7513008241,-74.0064257295,17,17,1.0,0.97,1520967826.17
40.7770145496,-74.0140458859,7,7,1.0,0.62,1520967826.43
40.7691040747,-73.97613824,45,43,0.96,0.98,1520967826.69
40.7658752764,-74.0036462312,17,13,0.76,0.99,1520967826.96
40.7429113866,-73.9738704015,8,8,1.0,0.99,1520967827.22
40.7788987466,-73.9658115706,16,16,1.0,0.6,1520967827.48
40.7459365019,-73.9986675669,12,12,1.0,0.97,1520967827.74
40.7707507135,-73.957320626,41,37,0.9,0.98,1520967828.02
40.7774143162,-73.9873014039,45,43,0.96,0.98,1520967828.27
40.7767120376,-74.0130890985,7,7,1.0,0.62,1520967828.53
40.7751126452,-74.0023539009,48,45,0.94,0.97,1520967828.8
40.780089173,-74.001973099,48,45,0.94,0.97,1520967829.06
40.7386395734,-73.9740362869,42,41,0.98,0.97,1520967829.33
40.7526615679,-73.9993780284,17,17,1.0,0.97,1520967829.59
40.7603370583,-73.9610408166,41,37,0.9,0.98,1520967829.85
40.765212117,-74.007562606,29,15,0.52,0.97,1520967830.11
40.7461000685,-73.9960435006,6,6,1.0,0.99,1520967830.37
40.7478407763,-73.9658774396,33,29,0.88,0.98,1520967830.64
40.741708624,-73.9781102515,17,16,0.94,0.97,1520967830.9
40.7751508458,-73.9892784554,45,43,0.96,0.98,1520967831.16
40.7546291325,-73.9699462979,45,43,0.96,0.98,1520967831.42
40.7824839103,-73.9972745658,48,45,0.94,0.97,1520967831.68
40.7599107853,-73.9609582405,41,37,0.9,0.98,1520967831.95
40.7737298113,-74.0025391666,19,19,1.0,0.99,1520967832.21
40.7515518246,-73.9809286017,10,7,0.7,0.98,1520967832.47
40.7792679885,-73.9957707092,48,45,0.94,0.97,1520967832.74
40.7749814775,-73.9805225506,45,43,0.96,0.98,1520967833.0
40.7386271456,-74.0028670696,21,21,1.0,0.99,1520967833.27
40.7658629646,-73.9834954504,24,24,1.0,0.98,1520967833.53
40.7705451426,-73.9832073805,45,43,0.96,0.98,1520967833.79
40.7522813785,-73.9819655011,10,7,0.7,0.98,1520967834.05
40.7800664219,-73.9898572007,48,45,0.94,0.97,1520967834.31
40.7691166367,-74.0008092952,19,19,1.0,0.99,1520967834.58
40.7726575857,-73.9844137426,45,43,0.96,0.98,1520967834.85
40.7542224904,-74.0067015835,17,17,1.0,0.97,1520967835.12
40.7604665171,-73.9603627048,41,37,0.9,0.98,1520967835.39
40.7651494989,-74.0038716892,17,13,0.76,0.99,1520967835.65
40.7768519971,-73.969411809,16,16,1.0,0.6,1520967835.91
40.7821378136,-73.9907358431,48,45,0.94,0.97,1520967836.17
40.759871672,-73.9937111822,29,15,0.52,0.97,1520967836.44
40.7728989228,-73.9746483266,45,43,0.96,0.98,1520967836.7
40.7549111709,-74.0092145468,22,22,1.0,0.98,1520967836.97
40.7772663277,-73.99953876,48,45,0.94,0.97,1520967837.24
40.7739598026,-73.9940013217,48,45,0.94,0.97,1520967837.5
40.7531794838,-73.9714736066,45,43,0.96,0.98,1520967837.76
40.7405895717,-73.9816274473,9,6,0.67,0.99,1520967838.02
40.7523429249,-73.9812583334,10,7,0.7,0.98,1520967838.28
40.7517519072,-73.9986671197,10,10,1.0,0.99,1520967838.56
40.7800060087,-73.9631883432,45,43,0.96,0.98,1520967838.82
40.7512754182,-74.0081455594,18,13,0.72,0.98,1520967839.08
40.7470243954,-73.9695678652,46,44,0.96,0.97,1520967839.49
40.7454850114,-73.9653803468,32,31,0.97,0.98,1520967839.75
40.7721096151,-73.995668142,19,19,1.0,0.99,1520967840.02
40.7782730423,-73.9730296589,16,16,1.0,0.6,1520967840.28
40.7685038605,-73.9961629798,19,19,1.0,0.99,1520967840.67
40.7455993566,-73.9891508096,12,12,1.0,0.99,1520967840.93
40.7576166466,-73.9716061651,45,43,0.96,0.98,1520967841.2
40.7734031604,-73.9952037102,48,45,0.94,0.97,1520967841.46
40.7673892341,-73.9924014407,24,24,1.0,0.98,1520967841.98
40.7750185078,-74.0089515412,7,7,1.0,0.62,1520967842.27
40.7686547689,-73.961940081,41,37,0.9,0.98,1520967842.54
40.7479525251,-74.0087920782,18,18,1.0,0.99,1520967842.81
40.7719787514,-74.0124648463,35,20,0.57,0.99,1520967843.06
40.76796792,-73.9949143885,24,24,1.0,0.98,1520967843.33
40.7800222114,-74.0042962583,48,45,0.94,0.97,1520967843.59
40.7719728724,-73.988586517,45,43,0.96,0.98,1520967843.85
40.7454055202,-73.997119348,6,6,1.0,0.99,1520967844.11
40.7731413362,-73.9776765979,45,43,0.96,0.98,1520967844.37
40.7444065022,-73.9681638162,39,25,0.64,0.98,1520967844.75
40.739786709,-73.9922204852,12,12,1.0,0.99,1520967845.01
40.7454722355,-73.9846360568,10,10,1.0,0.99,1520967845.28
40.7816731192,-74.0082025832,9,9,1.0,0.73,1520967845.54
40.7684689646,-73.9810522296,45,43,0.96,0.98,1520967845.8
40.7670076292,-73.9809956369,24,24,1.0,0.98,1520967846.06
40.7598669857,-73.9605518558,41,37,0.9,0.98,1520967846.32
40.7431937633,-74.011566684,18,18,1.0,0.99,1520967846.59
40.7772173543,-74.0078685071,7,7,1.0,0.62,1520967846.85
40.7729958506,-73.9913427673,45,43,0.96,0.98,1520967847.13
40.7406427563,-74.0058373133,12,12,1.0,0.97,1520967847.39
40.7691708256,-73.9945176259,24,24,1.0,0.98,1520967847.66
40.7596841124,-73.9903007569,29,15,0.52,0.97,1520967847.93
40.7492868668,-73.9673097582,45,43,0.96,0.98,1520967848.19
40.753103753,-73.9855559387,9,3,0.33,0.98,1520967848.45
40.7575454587,-73.9663785932,45,43,0.96,0.98,1520967848.71
40.7501580413,-73.9850812348,9,3,0.33,0.98,1520967848.97
40.7731192072,-73.9623915589,41,37,0.9,0.98,1520967849.24
40.7631125018,-74.0009450931,17,13,0.76,0.99,1520967849.5
40.7391767353,-74.0090549782,21,21,1.0,0.99,1520967849.76
40.7666767692,-73.9887183176,24,24,1.0,0.98,1520967850.02
40.768142233,-73.9627916491,41,37,0.9,0.98,1520967850.28
40.7499949223,-73.9703011589,33,29,0.88,0.98,1520967850.54
40.7694130399,-73.992123527,24,24,1.0,0.98,1520967850.8
40.7581945924,-73.9608139468,45,43,0.96,0.98,1520967851.06
40.7706569007,-73.9821463676,45,43,0.96,0.98,1520967851.32
40.7720157868,-73.9688166485,41,37,0.9,0.98,1520967851.58
40.7776320211,-73.9855679015,45,43,0.96,0.98,1520967851.84
40.7795134867,-74.0010722156,48,45,0.94,0.97,1520967852.1
40.7777656417,-73.9744565331,16,16,1.0,0.6,1520967852.37
40.7748465428,-73.9869197068,45,43,0.96,0.98,1520967852.63
40.7521487946,-74.0027574229,7,7,1.0,0.99,1520967852.89
40.7672415056,-74.005374575,29,15,0.52,0.97,1520967853.16
40.7715493995,-73.9656456534,41,37,0.9,0.98,1520967853.63
40.76482918,-73.9578437749,41,37,0.9,0.98,1520967853.9
40.7799644911,-74.0130077765,7,7,1.0,0.62,1520967854.16
40.7661940761,-73.9852055802,24,24,1.0,0.98,1520967854.71
40.7727656916,-74.0132417773,35,20,0.57,0.99,1520967854.98
40.7479059468,-74.0039996368,12,12,1.0,0.97,1520967855.24
40.7734040147,-73.9767963485,45,43,0.96,0.98,1520967855.51
40.7689657382,-73.9675144965,41,37,0.9,0.98,1520967855.77
40.7497632245,-73.959352192,39,25,0.64,0.98,1520967856.03
40.780688922,-73.994948425,48,45,0.94,0.97,1520967856.28
40.7650081521,-73.997548819,16,16,1.0,0.98,1520967856.77
40.7609115682,-73.9774585062,45,43,0.96,0.98,1520967857.03
40.7542678971,-73.9687130083,45,43,0.96,0.98,1520967857.29
40.7800702084,-74.0043394274,48,45,0.94,0.97,1520967857.56
40.750626031,-73.9997299245,17,17,1.0,0.97,1520967857.82
40.7388761846,-74.0126076235,24,24,1.0,0.98,1520967858.09
40.7736803651,-73.9935917766,48,45,0.94,0.97,1520967858.36
40.7803578821,-73.9772558574,16,16,1.0,0.6,1520967858.62
40.739937332,-74.0002472891,14,14,1.0,0.98,1520967858.88
40.7828021393,-73.9598179605,45,44,0.98,0.97,1520967859.15
40.7656852934,-73.9659174799,41,37,0.9,0.98,1520967859.4
40.7770281998,-74.0052261266,48,45,0.94,0.97,1520967859.66
40.7512987325,-73.9926992953,6,6,1.0,0.99,1520967859.92
40.7561353937,-73.9630689248,45,42,0.93,0.98,1520967860.18
40.7790584694,-73.96373395,45,43,0.96,0.98,1520967860.44
40.7637022169,-73.9579600151,41,37,0.9,0.98,1520967860.7
40.7520787225,-74.0070618465,17,17,1.0,0.97,1520967860.97
40.7553059166,-73.9691351443,45,42,0.93,0.98,1520967861.23
40.7717118458,-73.9842075187,45,43,0.96,0.98,1520967861.5
40.7409469965,-74.005590824,12,12,1.0,0.98,1520967861.91
40.7768195235,-73.9782840623,45,43,0.96,0.98,1520967862.17
40.7542073798,-73.9868585745,11,11,1.0,0.99,1520967862.43
40.7732710945,-73.9799131748,45,43,0.96,0.98,1520967862.68
40.76171561,-73.9865620946,29,18,0.62,0.97,1520967862.94
40.7468831154,-74.0010846645,12,12,1.0,0.97,1520967863.21
40.7817371666,-73.97705007,16,16,1.0,0.6,1520967863.46
