Decrease,Distance from Center,Mins to Event
21.429,2587.941,-120
1.754,2148.111,-120
5.263,2584.509,-120
33.333,2886.772,-120
35.714,0.000,-90
9.091,2592.662,-90
6.897,2155.562,-90
6.897,2056.656,-90
42.308,2056.040,-90
24.000,2589.238,-90
24.000,2891.007,-90
9.091,2252.598,-90
9.091,1731.643,-90
6.897,1606.829,-90
50.000,1606.015,-90
52.000,1729.378,-90
55.000,1953.531,-90
24.000,2590.287,-90
56.000,1959.016,-90
9.091,1610.231,-90
9.091,1327.410,-90
35.714,1159.857,-90
25.000,1158.703,-90
52.000,1324.385,-90
5.172,1606.074,-90
15.385,1954.233,-90
15.385,2339.371,-90
2.500,2161.377,-90
56.000,1735.666,-90
56.000,1329.509,-90
35.714,967.848,-90
35.714,721.069,-90
35.714,719.185,-90
5.172,963.633,-90
1.754,1324.397,-90
1.754,1730.185,-90
15.385,2155.720,-90
2.500,2063.398,-90
66.000,1612.009,-90
26.316,1163.448,-90
35.714,722.999,-90
35.714,325.450,-90
35.714,321.223,-90
1.754,717.305,-90
3.571,2057.427,-90
23.333,1162.280,-90
26.316,721.117,-90
35.714,321.247,-90
35.714,316.964,-90
24.000,2159.491,-90
20.930,1733.316,-90
18.966,1326.440,-90
25.641,963.627,-90
25.641,715.393,-90
25.641,713.493,-90
24.000,2341.609,-90
46.341,1955.545,-90
30.556,1606.006,-90
25.641,1322.281,-90
46.552,1153.984,-90
46.552,1152.824,-90
24.000,2591.157,-90
50.000,1726.142,-90
48.980,1600.898,-90
25.532,1600.081,-90
2.083,2335.096,-90
30.233,2886.772,-90
22.727,0.000,-60
23.529,2589.238,-60
23.529,2891.007,-60
23.529,2590.287,-60
25.926,2344.509,-60
22.727,1159.857,-60
18.182,1158.703,-60
5.172,1606.074,-60
9.756,2161.377,-60
22.727,967.848,-60
22.727,721.069,-60
22.727,719.185,-60
5.172,963.633,-60
1.754,1324.397,-60
1.754,1730.185,-60
7.500,2063.398,-60
25.714,1163.448,-60
22.727,722.999,-60
22.727,325.450,-60
22.727,321.223,-60
1.754,717.305,-60
5.172,1157.560,-60
5.172,1606.063,-60
27.027,2057.427,-60
25.714,721.117,-60
22.727,321.247,-60
22.727,316.964,-60
1.724,715.408,-60
1.695,1156.385,-60
1.695,1605.216,-60
1.695,2056.767,-60
10.714,2159.491,-60
8.571,963.627,-60
8.571,715.393,-60
8.571,713.493,-60
1.695,959.393,-60
1.695,1321.314,-60
1.695,1727.827,-60
1.695,2153.828,-60
10.714,2341.609,-60
8.571,1322.281,-60
1.923,1153.984,-60
1.923,1152.824,-60
1.786,1319.244,-60
3.571,1601.837,-60
3.333,1950.752,-60
3.333,2336.464,-60
3.571,2591.157,-60
1.887,1723.868,-60
3.571,1948.655,-60
3.571,2244.297,-60
3.571,2586.611,-60
1.852,2332.380,-60
3.571,2584.509,-60
8.333,0.000,-30
26.667,2592.662,-30
26.667,2340.327,-30
9.091,2155.562,-30
9.091,2056.656,-30
34.783,2337.618,-30
47.273,2589.238,-30
45.455,2891.007,-30
26.667,2252.598,-30
26.667,1956.874,-30
26.667,1731.643,-30
9.091,1606.829,-30
29.630,1606.015,-30
56.250,1953.531,-30
45.455,2590.287,-30
2.128,1959.016,-30
26.667,1610.231,-30
26.667,1327.410,-30
4.167,1159.857,-30
46.154,1158.703,-30
2.128,1735.666,-30
2.128,1329.509,-30
4.167,967.848,-30
4.167,721.069,-30
4.167,719.185,-30
24.242,1163.448,-30
4.167,722.999,-30
4.167,325.450,-30
4.167,321.223,-30
7.143,2057.427,-30
24.242,721.117,-30
4.167,321.247,-30
4.167,316.964,-30
5.357,1153.984,-30
7.018,1152.824,-30
1.754,1319.244,-30
31.818,1726.142,-30
33.333,1600.898,-30
10.256,1600.081,-30
1.754,1948.655,-30
1.754,2586.611,-30
2.500,2886.772,-30
2.941,2155.562,0
2.941,2056.656,0
2.941,1606.829,0
20.000,2344.509,0
4.167,1959.016,0
6.780,1606.074,0
9.756,2161.377,0
4.167,1735.666,0
4.167,1329.509,0
6.780,963.633,0
9.756,2063.398,0
2.041,1612.009,0
1.724,1157.560,0
1.724,1606.063,0
4.255,2057.427,0
1.724,715.408,0
3.333,2056.767,0
68.519,2159.491,0
7.018,1326.440,0
3.333,1727.827,0
3.333,2153.828,0
68.519,2341.609,0
4.444,1955.545,0
1.754,1153.984,0
1.754,1152.824,0
1.667,1950.752,0
1.667,2336.464,0
68.519,2591.157,0
4.167,2335.096,0
12.766,2886.772,0
9.524,0.000,30
5.882,2155.562,30
5.882,2056.656,30
3.636,2589.238,30
3.636,2891.007,30
5.882,1606.829,30
2.703,1606.015,30
33.333,1953.531,30
76.596,2248.532,30
3.636,2590.287,30
4.000,2344.509,30
1.852,1959.016,30
9.524,1159.857,30
38.182,1954.233,30
38.182,2339.371,30
16.667,2161.377,30
1.852,1735.666,30
1.852,1329.509,30
9.524,967.848,30
9.524,721.069,30
9.524,719.185,30
38.182,2155.720,30
21.429,2063.398,30
5.455,2057.427,30
67.308,2159.491,30
3.509,1326.440,30
67.308,2341.609,30
2.222,1955.545,30
2.778,1606.006,30
1.754,1319.244,30
1.754,1601.837,30
67.308,2591.157,30
3.846,1726.142,30
3.846,1600.898,30
2.128,1600.081,30
1.754,1948.655,30
1.754,2244.297,30
1.754,2586.611,30
2.041,2335.096,30
1.754,2584.509,30
6.250,2155.562,150
29.412,2062.739,150
29.412,1611.166,150
4.545,2155.562,180
19.231,1733.316,180
19.231,1955.546,180
19.231,1322.282,180
24.528,2056.657,210
24.528,2056.040,210
24.528,2153.796,210
24.528,2337.617,210
24.528,2589.236,210
24.528,2891.005,210
14.894,2252.599,210
1.786,1959.017,210
1.786,1735.666,210
1.786,1612.009,210
11.111,2155.562,240
2.000,2252.599,-120
22.857,1731.644,-120
1.818,2344.509,-120
1.852,1959.017,-120
1.818,2161.378,-120
1.852,1735.666,-120
77.273,2063.398,-120
1.852,1612.009,-120
47.059,2062.739,-120
47.059,1611.166,-120
4.762,2159.491,-120
4.762,1733.316,-120
4.762,1326.440,-120
4.762,2341.610,-120
4.762,1955.546,-120
4.762,1606.006,-120
4.762,1322.282,-120
14.286,2591.158,-120
14.286,2248.372,-120
14.286,1952.008,-120
14.286,1726.142,-120
14.286,2890.724,-120
9.524,2587.942,-120
14.286,2335.097,-120
14.286,2149.881,-120
2.500,2155.562,-90
83.673,2056.657,-90
83.673,2056.040,-90
83.673,2153.796,-90
83.673,2337.617,-90
83.673,2589.236,-90
83.673,2891.005,-90
25.714,1731.644,-90
7.273,1959.017,-90
5.263,1610.231,-90
7.273,1735.666,-90
5.263,1329.509,-90
15.385,2063.398,-90
7.273,1612.009,-90
5.263,1163.448,-90
5.263,722.999,-90
23.077,2062.739,-90
23.077,1611.166,-90
5.263,1162.280,-90
5.263,721.117,-90
5.263,963.627,-90
21.053,2591.158,-90
21.053,2248.372,-90
21.053,1952.008,-90
21.053,1726.142,-90
21.053,2890.724,-90
21.053,2587.942,-90
21.053,2335.097,-90
21.053,2149.881,-90
31.429,1731.644,-60
12.727,2344.509,-60
5.660,1959.017,-60
12.727,2161.378,-60
5.660,1735.666,-60
6.667,2063.398,-60
3.846,1612.009,-60
9.524,2159.491,-60
9.524,1326.440,-60
9.524,2341.610,-60
9.524,1955.546,-60
9.524,1606.006,-60
9.524,1322.282,-60
2.273,2155.562,-30
21.429,2062.739,-30
21.429,1611.166,-30
19.231,2159.491,-30
19.231,1733.316,-30
19.231,1326.440,-30
19.231,2341.610,-30
19.231,1955.546,-30
19.231,1606.006,-30
19.231,1322.282,-30
6.977,2155.562,0
4.000,1731.644,0
4.444,1959.017,0
2.083,1610.231,0
4.444,1735.666,0
2.083,1329.509,0
4.444,1612.009,0
2.083,1163.448,0
2.083,722.999,0
23.529,2062.739,0
23.529,1611.166,0
2.083,1162.280,0
2.083,721.117,0
19.231,2159.491,0
19.231,1733.316,0
19.231,1326.440,0
2.083,963.627,0
19.231,2341.610,0
19.231,1955.546,0
19.231,1606.006,0
19.231,1322.282,0
9.524,2591.158,0
5.000,2248.372,0
9.524,1952.008,0
5.000,1726.142,0
9.524,2890.724,0
9.524,2587.942,0
9.524,2335.097,0
9.524,2149.881,0
23.077,2592.663,30
23.077,2340.329,30
13.333,2155.562,30
10.417,2252.599,30
23.077,1956.875,30
29.412,2062.739,30
29.412,1611.166,30
19.231,2591.158,30
19.231,2248.372,30
19.231,1952.008,30
19.231,1726.142,30
19.231,2890.724,30
19.231,2587.942,30
19.231,2335.097,30
19.231,2149.881,30
4.444,2155.562,60
35.294,2062.739,60
35.294,1611.166,60
10.204,2252.599,90
7.692,1959.017,90
2.326,1610.231,90
7.692,1735.666,90
2.326,1329.509,90
7.692,1612.009,90
2.326,1163.448,90
2.326,722.999,90
2.326,1162.280,90
2.326,721.117,90
2.326,963.627,90
5.263,2591.158,90
5.263,2248.372,90
5.263,1952.008,90
5.263,1726.142,90
5.263,2890.724,90
10.000,2587.942,90
5.263,2335.097,90
5.263,2149.881,90
10.638,2155.562,120
16.071,1959.017,120
6.000,1610.231,120
12.500,1735.666,120
6.000,1329.509,120
12.500,1612.009,120
6.000,1163.448,120
6.000,722.999,120
6.000,1162.280,120
6.000,721.117,120
6.000,963.627,120
1.587,2894.949,180
1.538,2056.656,180
1.538,2056.040,180
4.762,2153.797,180
4.762,2337.619,180
4.762,2589.238,180
4.762,2891.007,180
1.587,2594.824,180
38.462,2252.597,180
9.524,1729.378,180
9.524,1953.532,180
9.524,2248.533,180
9.524,2590.287,180
38.462,2344.508,180
38.462,1959.016,180
9.524,1324.385,180
9.524,1606.074,180
9.524,1954.233,180
38.462,2161.377,180
1.639,1329.509,180
16.667,963.633,180
1.639,1163.448,180
1.449,1157.560,180
1.639,1611.166,180
3.175,1156.385,180
1.639,2159.491,180
1.639,1733.316,180
1.515,1321.314,180
1.493,2335.096,180
1.493,2050.701,180
1.613,2586.611,210
3.077,2894.949,240
3.077,2594.824,240
1.538,1606.015,240
1.563,1729.378,240
1.563,1953.532,240
1.563,2248.533,240
1.563,2590.287,240
1.587,1610.230,240
4.688,1158.703,240
1.563,1324.385,240
1.563,1606.074,240
1.563,1954.233,240
1.587,1735.666,240
1.587,2063.398,240
1.587,1612.009,240
1.587,2062.739,240
3.390,1727.827,240
1.639,2153.828,240
1.695,1950.753,240
1.639,2336.464,240
21.818,0.000,-120
1.695,2894.949,-120
1.587,2592.661,-120
24.138,2056.656,-120
24.138,2056.040,-120
5.556,2153.797,-120
5.556,2337.619,-120
5.556,2589.238,-120
5.556,2891.007,-120
1.695,2594.824,-120
26.667,1606.015,-120
1.613,1610.230,-120
1.613,1735.666,-120
1.667,1329.509,-120
3.226,967.848,-120
11.667,721.069,-120
21.818,719.185,-120
1.613,2063.398,-120
3.175,1612.009,-120
1.667,1163.448,-120
4.762,722.999,-120
21.818,325.450,-120
55.000,321.223,-120
55.000,717.305,-120
6.061,1157.560,-120
3.175,2062.739,-120
1.667,1611.166,-120
4.762,1162.280,-120
3.226,721.117,-120
20.370,321.247,-120
49.206,316.964,-120
49.206,715.408,-120
1.613,1156.385,-120
1.667,2159.491,-120
3.279,1733.316,-120
3.226,1326.439,-120
4.167,963.627,-120
4.167,713.493,-120
1.515,1321.314,-120
6.818,1727.827,-120
6.897,2153.828,-120
9.756,1950.753,-120
6.897,2336.464,-120
3.571,1726.141,-120
3.571,1600.898,-120
3.571,1600.081,-120
23.077,1948.655,-120
21.875,2244.297,-120
10.526,2586.611,-120
17.391,2335.096,-120
13.636,2149.880,-120
17.391,2050.701,-120
3.571,2148.111,-120
21.875,2332.380,-120
23.077,2584.509,-120
31.818,2886.773,-120
2.439,0.000,-90
16.667,2894.949,-90
19.048,2056.656,-90
34.615,2056.040,-90
9.524,2153.797,-90
9.524,2337.619,-90
9.524,2589.238,-90
9.524,2891.007,-90
16.667,2594.824,-90
10.000,2252.597,-90
1.538,1606.829,-90
3.333,1953.532,-90
3.333,2590.287,-90
16.667,2344.508,-90
6.897,1959.016,-90
1.538,1327.410,-90
1.538,1159.857,-90
3.333,1324.385,-90
3.333,1606.074,-90
3.333,1954.233,-90
16.667,2161.377,-90
13.953,719.185,-90
6.522,963.633,-90
13.953,325.450,-90
60.000,321.223,-90
48.936,717.305,-90
13.953,321.247,-90
53.968,316.964,-90
53.968,715.408,-90
1.587,1156.385,-90
35.135,963.627,-90
31.429,715.393,-90
35.135,713.493,-90
35.135,959.393,-90
1.515,1321.314,-90
15.789,1727.827,-90
34.884,1606.005,-90
34.884,1322.281,-90
33.333,1153.983,-90
33.333,1152.824,-90
34.884,1319.244,-90
6.667,1950.753,-90
31.034,1952.007,-90
25.926,1726.141,-90
31.034,1600.898,-90
25.926,1600.081,-90
31.034,1723.868,-90
43.636,1948.655,-90
41.509,2244.297,-90
11.111,2335.096,-90
15.789,2149.880,-90
11.111,2050.701,-90
25.926,2050.083,-90
31.034,2148.111,-90
43.636,2332.380,-90
41.509,2584.509,-90
16.981,0.000,-60
14.063,2894.949,-60
1.587,2592.661,-60
1.538,2340.327,-60
4.545,2056.656,-60
4.545,2056.040,-60
15.789,2153.797,-60
20.000,2337.619,-60
20.000,2589.238,-60
15.789,2891.007,-60
14.063,2594.824,-60
14.286,1606.015,-60
3.333,1729.378,-60
3.333,2590.287,-60
4.839,1610.230,-60
3.333,1606.074,-60
4.839,1735.666,-60
5.085,1329.509,-60
9.836,967.848,-60
10.169,721.069,-60
12.000,719.185,-60
4.839,2063.398,-60
4.839,1612.009,-60
3.448,1163.448,-60
11.290,722.999,-60
12.000,325.450,-60
36.667,321.223,-60
36.667,717.305,-60
13.235,1157.560,-60
4.839,2062.739,-60
5.085,1611.166,-60
9.836,1162.280,-60
11.290,721.117,-60
16.981,321.247,-60
28.571,316.964,-60
28.571,715.408,-60
5.085,2159.491,-60
3.448,1733.316,-60
9.836,1326.439,-60
1.515,1321.314,-60
7.500,1727.827,-60
11.111,2153.828,-60
5.405,1950.753,-60
14.815,2336.464,-60
8.333,1952.007,-60
8.333,1726.141,-60
8.333,1600.898,-60
8.333,1600.081,-60
8.333,1723.868,-60
22.222,1948.655,-60
16.667,2244.297,-60
20.000,2586.611,-60
30.000,2335.096,-60
30.000,2149.880,-60
30.000,2050.701,-60
8.333,2050.083,-60
8.333,2148.111,-60
16.667,2332.380,-60
22.222,2584.509,-60
12.500,2886.773,-60
8.065,2894.949,-30
3.226,2592.661,-30
42.857,2056.656,-30
48.718,2056.040,-30
8.065,2594.824,-30
14.706,1606.015,-30
6.897,1729.378,-30
3.571,1953.532,-30
3.571,2248.533,-30
3.571,2590.287,-30
6.897,1324.385,-30
3.571,1606.074,-30
6.897,1954.233,-30
1.667,1324.397,-30
28.571,316.964,-30
28.571,715.408,-30
16.000,963.627,-30
16.000,715.393,-30
16.000,713.493,-30
16.000,959.393,-30
18.919,1606.005,-30
25.000,1322.281,-30
18.919,1153.983,-30
25.000,1152.824,-30
18.919,1319.244,-30
25.000,1952.007,-30
25.000,1726.141,-30
25.000,1600.898,-30
25.000,1600.081,-30
25.000,1723.868,-30
24.590,1948.655,-30
22.414,2244.297,-30
5.000,2586.611,-30
20.000,2335.096,-30
15.000,2149.880,-30
20.000,2050.701,-30
25.000,2050.083,-30
25.000,2148.111,-30
24.590,2332.380,-30
26.230,2584.509,-30
5.556,2886.773,-30
3.226,2894.949,0
1.563,2592.661,0
1.538,2340.327,0
25.581,2056.656,0
23.810,2056.040,0
3.226,2594.824,0
1.538,1606.829,0
33.333,1606.015,0
8.197,1610.230,0
1.538,1327.410,0
1.538,1159.857,0
1.563,1158.703,0
1.639,2339.371,0
3.448,1735.666,0
8.621,1329.509,0
7.018,721.069,0
2.273,963.633,0
1.587,2155.720,0
8.197,2063.398,0
3.448,1612.009,0
8.621,1163.448,0
1.587,1606.063,0
1.587,2057.427,0
3.448,2062.739,0
8.621,1611.166,0
3.390,721.117,0
1.587,1605.216,0
7.018,2159.491,0
8.621,1733.316,0
30.000,963.627,0
26.316,715.393,0
30.000,713.493,0
26.316,959.393,0
2.326,1727.827,0
30.952,2153.828,0
29.630,1606.005,0
24.000,1322.281,0
24.000,1153.983,0
29.630,1152.824,0
24.000,1319.244,0
22.449,1950.753,0
30.952,2336.464,0
15.789,1952.007,0
15.789,1726.141,0
15.789,1600.898,0
15.789,1600.081,0
15.789,1723.868,0
1.538,1948.655,0
1.538,2244.297,0
23.077,2586.611,0
29.412,2335.096,0
25.000,2149.880,0
29.412,2050.701,0
15.789,2050.083,0
15.789,2148.111,0
1.538,2332.380,0
1.538,2584.509,0
15.000,2886.773,0
5.172,2894.949,30
12.963,2056.656,30
12.963,2056.040,30
5.172,2594.824,30
22.500,1606.015,30
8.065,1610.230,30
8.065,1735.666,30
10.169,1329.509,30
1.695,1324.397,30
1.587,2155.720,30
8.065,2063.398,30
8.065,1612.009,30
10.169,1163.448,30
1.587,1606.063,30
1.587,2057.427,30
8.065,2062.739,30
10.169,1611.166,30
1.587,1156.385,30
1.587,1605.216,30
10.169,2159.491,30
10.169,1733.316,30
46.875,963.627,30
46.875,715.393,30
46.875,713.493,30
46.875,959.393,30
19.298,1727.827,30
23.077,2153.828,30
52.830,1606.005,30
52.830,1322.281,30
52.830,1153.983,30
52.830,1152.824,30
52.830,1319.244,30
14.545,1950.753,30
23.077,2336.464,30
53.191,1952.007,30
55.319,1726.141,30
53.191,1600.898,30
55.319,1600.081,30
53.191,1723.868,30
44.186,2586.611,30
74.194,2335.096,30
74.194,2149.880,30
74.194,2050.701,30
53.191,2050.083,30
55.319,2148.111,30
24.000,2886.773,30
19.643,0.000,60
1.639,2592.661,60
10.769,2056.656,60
9.375,2056.040,60
12.500,2153.797,60
22.222,2337.619,60
12.500,2589.238,60
29.630,2891.007,60
1.538,1606.829,60
9.375,1606.015,60
6.452,2248.533,60
3.333,1610.230,60
1.538,1327.410,60
1.538,1159.857,60
1.563,1158.703,60
3.226,1324.385,60
3.226,1954.233,60
5.000,1735.666,60
3.390,1329.509,60
11.290,967.848,60
8.475,721.069,60
16.071,719.185,60
1.724,1324.397,60
8.065,2063.398,60
5.000,1612.009,60
3.390,1163.448,60
11.290,722.999,60
21.053,325.450,60
1.449,1157.560,60
6.452,2062.739,60
1.724,1611.166,60
11.290,1162.280,60
11.290,721.117,60
21.053,321.247,60
23.810,316.964,60
1.695,2159.491,60
1.724,1733.316,60
11.290,1326.439,60
59.091,963.627,60
60.606,715.393,60
59.091,713.493,60
59.091,959.393,60
15.385,1606.005,60
20.000,1322.281,60
15.385,1153.983,60
20.000,1152.824,60
20.000,1319.244,60
1.538,1601.837,60
26.984,1952.007,60
17.460,1726.141,60
17.460,1600.898,60
26.984,1600.081,60
26.984,1723.868,60
9.375,1948.655,60
10.769,2244.297,60
62.500,2586.611,60
13.636,2335.096,60
7.576,2149.880,60
13.636,2050.701,60
17.460,2050.083,60
17.460,2148.111,60
4.688,2332.380,60
6.154,2584.509,60
50.877,2886.773,60
6.897,0.000,90
1.587,2056.656,90
1.587,2056.040,90
25.926,2153.797,90
25.926,2337.619,90
25.926,2589.238,90
25.926,2891.007,90
1.538,1606.829,90
4.762,1606.015,90
13.333,1729.378,90
13.333,1953.532,90
13.333,2248.533,90
13.333,2590.287,90
1.538,1327.410,90
1.538,1159.857,90
1.563,1158.703,90
13.333,1324.385,90
13.333,1606.074,90
13.333,1954.233,90
3.333,2339.371,90
3.333,1329.509,90
4.918,967.848,90
1.724,721.069,90
6.897,719.185,90
3.333,1730.185,90
1.613,2155.720,90
3.333,1163.448,90
4.918,722.999,90
6.897,325.450,90
3.226,1606.063,90
1.613,2057.427,90
3.333,1611.166,90
4.918,1162.280,90
4.918,721.117,90
8.621,321.247,90
3.226,1605.216,90
3.226,2056.767,90
3.333,2159.491,90
3.333,1733.316,90
4.918,1326.439,90
4.615,963.627,90
4.615,715.393,90
4.615,713.493,90
4.615,959.393,90
15.094,1727.827,90
25.000,2153.828,90
3.175,1606.005,90
4.762,1322.281,90
4.762,1153.983,90
3.175,1152.824,90
4.762,1319.244,90
18.868,1950.753,90
25.000,2336.464,90
14.516,1952.007,90
16.129,1726.141,90
14.516,1600.898,90
16.129,1600.081,90
14.516,1723.868,90
43.750,2586.611,90
3.030,2335.096,90
3.030,2149.880,90
3.030,2050.701,90
16.129,2050.083,90
14.516,2148.111,90
41.379,2886.773,90
1.667,0.000,120
12.698,2894.949,120
14.063,2594.824,120
1.538,1606.829,120
10.811,1729.378,120
10.811,1953.532,120
10.811,2248.533,120
10.811,2590.287,120
3.226,1610.230,120
1.538,1327.410,120
1.538,1159.857,120
1.563,1158.703,120
10.811,1324.385,120
10.811,1606.074,120
10.811,1954.233,120
3.226,1735.666,120
5.000,1329.509,120
3.226,967.848,120
16.279,963.633,120
3.226,2063.398,120
3.226,1612.009,120
5.000,1163.448,120
3.226,722.999,120
1.449,1157.560,120
3.226,2062.739,120
5.000,1611.166,120
3.226,1162.280,120
3.226,721.117,120
1.667,1156.385,120
5.000,2159.491,120
5.000,1733.316,120
3.226,1326.439,120
1.515,963.627,120
1.515,715.393,120
1.515,713.493,120
1.515,959.393,120
1.724,1727.827,120
4.839,2153.828,120
1.695,1950.753,120
4.839,2336.464,120
1.613,2586.611,120
1.667,2886.773,120
1.724,0.000,150
9.375,2894.949,150
9.375,2592.661,150
9.375,2594.824,150
1.538,1606.015,150
3.226,1610.230,150
1.613,1735.666,150
3.333,721.069,150
1.724,719.185,150
3.226,2063.398,150
3.226,1612.009,150
1.724,325.450,150
3.226,2062.739,150
1.587,721.117,150
1.724,321.247,150
1.695,1727.827,150
1.587,1952.007,150
1.587,1726.141,150
1.587,1600.898,150
1.587,1600.081,150
1.587,1723.868,150
1.493,2335.096,150
1.493,2149.880,150
1.493,2050.701,150
1.587,2050.083,150
1.587,2148.111,150
31.034,0.000,-90
22.222,0.000,30
6.522,0.000,60
50.000,0.000,90
8.333,0.000,180
65.000,0.000,240
31.034,316.964,-90
22.222,316.964,30
2.273,316.964,60
50.000,316.964,90
8.333,316.964,180
65.000,316.964,240
16.667,321.223,-30
54.717,321.223,0
26.471,321.223,30
10.000,321.223,60
40.000,321.223,90
26.471,321.223,240
31.034,321.247,-90
22.222,321.247,30
6.522,321.247,60
26.000,321.247,90
65.000,321.247,240
31.034,325.450,-90
22.222,325.450,30
6.522,325.450,60
26.000,325.450,90
65.000,325.450,240
24.390,713.493,-120
38.298,713.493,-90
2.041,713.493,-60
65.306,713.493,90
65.217,713.493,120
65.957,713.493,150
8.333,713.493,240
24.138,715.393,-90
22.222,715.393,30
6.522,715.393,60
26.000,715.393,90
65.000,715.393,240
27.500,715.408,-120
3.226,715.408,-90
4.762,715.408,-30
12.903,715.408,0
1.786,715.408,30
3.571,715.408,90
76.923,715.408,120
38.182,715.408,150
10.526,717.305,-120
15.094,717.305,-30
54.717,717.305,0
26.471,717.305,30
12.195,717.305,60
32.500,717.305,90
26.471,717.305,240
14.286,719.185,-120
5.405,719.185,-60
34.375,721.069,-120
22.500,721.069,-90
12.821,721.069,-30
26.829,721.069,0
32.500,721.069,30
57.500,721.069,60
38.462,721.069,90
2.564,721.069,120
21.429,721.069,150
5.000,721.069,180
20.000,721.069,210
31.034,721.117,-90
22.222,721.117,30
2.273,721.117,60
50.000,721.117,90
8.333,721.117,180
65.000,721.117,240
31.034,722.999,-90
22.222,722.999,30
2.273,722.999,60
50.000,722.999,90
65.000,722.999,240
22.500,959.393,-120
38.298,959.393,-90
2.041,959.393,-60
2.041,959.393,-30
2.083,959.393,30
65.306,959.393,90
65.217,959.393,120
65.957,959.393,150
4.348,959.393,240
24.138,963.627,-90
22.222,963.627,30
2.273,963.627,60
50.000,963.627,90
65.000,963.627,240
14.286,963.633,-120
5.405,963.633,-60
8.000,967.848,-120
24.242,967.848,60
22.500,1152.824,-120
38.298,1152.824,-90
2.041,1152.824,-60
65.306,1152.824,90
65.217,1152.824,120
65.957,1152.824,150
6.250,1152.824,240
24.390,1153.984,-120
38.298,1153.984,-90
2.041,1153.984,-60
2.041,1153.984,-30
2.083,1153.984,30
65.306,1153.984,90
65.217,1153.984,120
65.957,1153.984,150
2.174,1153.984,240
34.091,1156.385,-120
3.226,1156.385,-90
4.762,1156.385,-30
12.903,1156.385,0
1.786,1156.385,30
26.786,1156.385,90
76.923,1156.385,120
38.182,1156.385,150
27.500,1157.560,-120
3.226,1157.560,-90
4.762,1157.560,-30
12.903,1157.560,0
1.786,1157.560,30
26.786,1157.560,90
76.923,1157.560,120
38.182,1157.560,150
34.375,1158.703,-120
22.500,1158.703,-90
12.821,1158.703,-30
26.829,1158.703,0
32.500,1158.703,30
55.263,1158.703,60
53.846,1158.703,90
5.000,1158.703,120
21.429,1158.703,150
7.317,1158.703,180
22.500,1158.703,210
34.375,1159.857,-120
22.500,1159.857,-90
12.821,1159.857,-30
26.829,1159.857,0
32.500,1159.857,30
55.263,1159.857,60
35.897,1159.857,90
2.564,1159.857,120
21.429,1159.857,150
2.500,1159.857,180
20.000,1159.857,210
70.175,1162.280,-90
24.561,1162.280,90
9.302,1163.448,-120
13.333,1163.448,-90
35.593,1163.448,-60
37.288,1163.448,90
28.814,1163.448,120
9.302,1163.448,180
7.500,1163.448,210
24.390,1319.244,-120
38.298,1319.244,-90
2.041,1319.244,-60
2.041,1319.244,-30
2.083,1319.244,30
65.306,1319.244,90
65.217,1319.244,120
65.957,1319.244,150
2.174,1319.244,240
34.091,1321.314,-120
3.226,1321.314,-90
4.762,1321.314,-30
12.903,1321.314,0
1.786,1321.314,30
37.500,1321.314,90
76.923,1321.314,120
38.182,1321.314,150
73.810,1322.281,-90
40.476,1322.281,150
34.375,1324.385,-120
22.500,1324.385,-90
12.821,1324.385,-30
26.829,1324.385,0
32.500,1324.385,30
57.500,1324.385,60
38.462,1324.385,90
2.564,1324.385,120
21.429,1324.385,150
5.000,1324.385,180
20.000,1324.385,210
32.353,1324.397,0
41.304,1324.397,120
70.175,1326.440,-90
24.561,1326.440,90
8.000,1327.410,-120
24.242,1327.410,60
26.667,1329.509,-120
32.500,1329.509,-90
69.355,1329.509,-60
18.868,1329.509,90
17.241,1329.509,120
2.857,1329.509,150
4.348,1329.509,180
10.714,1600.081,-120
15.152,1600.081,-90
63.333,1600.081,-60
60.000,1600.081,-30
21.212,1600.081,0
8.824,1600.081,30
27.083,1600.081,60
22.807,1600.081,120
6.667,1600.081,240
10.714,1600.898,-120
15.152,1600.898,-90
63.333,1600.898,-60
60.000,1600.898,-30
21.212,1600.898,0
8.824,1600.898,30
22.222,1600.898,60
22.807,1600.898,120
3.448,1600.898,240
14.286,1601.837,-30
7.692,1601.837,60
23.810,1601.837,90
13.333,1601.837,150
28.571,1601.837,210
13.333,1601.837,240
29.412,1605.216,90
61.111,1605.216,150
61.538,1605.216,180
21.429,1605.216,210
30.000,1606.015,-120
50.909,1606.015,-90
39.286,1606.015,-30
38.182,1606.015,0
46.296,1606.015,30
71.429,1606.015,60
53.704,1606.015,90
7.843,1606.015,150
48.148,1606.015,210
35.714,1606.063,-120
12.500,1606.063,-90
21.429,1606.063,30
41.176,1606.063,60
35.294,1606.063,90
22.727,1606.063,150
40.000,1606.063,180
8.333,1606.829,-120
29.412,1606.829,-60
8.333,1606.829,30
29.412,1606.829,120
35.294,1606.829,180
29.412,1606.829,210
8.000,1610.230,-120
24.242,1610.230,60
4.878,1611.166,-120
13.333,1611.166,-90
35.593,1611.166,-60
28.814,1611.166,120
5.000,1611.166,210
25.424,1611.166,240
31.250,1612.009,-120
32.500,1612.009,-90
69.355,1612.009,-60
9.434,1612.009,90
17.241,1612.009,120
2.857,1612.009,150
3.226,1723.868,-120
12.500,1723.868,-90
59.016,1723.868,-60
58.621,1723.868,-30
14.706,1723.868,0
2.778,1723.868,60
41.667,1723.868,120
