Decrease,Distance from Center,Mins to Event
1.408,2340.327,-60
1.538,2252.598,-60
1.538,1956.874,-60
3.175,1610.230,-60
3.175,1327.410,-60
3.175,1735.666,-60
3.175,1329.509,-60
18.519,967.848,-60
18.519,721.069,-60
3.175,1163.448,-60
18.519,722.999,-60
18.519,325.450,-60
19.231,721.117,-60
19.231,321.247,-60
19.231,963.627,-60
19.231,715.393,-60
24.138,1152.824,-60
24.138,1319.244,-60
24.138,1601.837,-60
24.138,1950.752,-60
21.875,1952.007,-60
21.875,1726.142,-60
1.449,2890.722,-60
2.857,2587.941,-60
21.875,2335.096,-60
21.875,2149.881,-60
21.875,2050.701,-60
3.030,2592.662,-30
1.408,2340.327,-30
1.493,2344.509,-30
1.493,1959.016,-30
1.587,1610.230,-30
1.587,1327.410,-30
1.471,2161.377,-30
1.587,1735.666,-30
1.587,1329.509,-30
1.449,2063.398,-30
4.615,1612.009,-30
1.587,1163.448,-30
3.125,2062.739,-30
3.125,1611.166,-30
3.125,1162.280,-30
1.563,2159.491,-30
4.615,1733.316,-30
3.125,1326.440,-30
1.563,2341.609,-30
1.563,1955.545,-30
1.563,1606.006,-30
1.538,2591.156,-30
1.563,2248.371,-30
1.449,2890.722,-30
2.857,2587.941,-30
1.538,2886.772,-30
1.515,2592.662,0
1.754,2153.797,0
1.754,2337.618,0
3.077,2252.598,0
3.077,1956.874,0
1.587,1610.230,0
1.587,1327.410,0
25.806,1159.857,0
1.587,1735.666,0
1.587,1329.509,0
3.077,1612.009,0
1.587,1163.448,0
3.077,2062.739,0
3.077,1611.166,0
3.077,1162.280,0
3.125,2159.491,0
3.077,1733.316,0
3.077,1326.440,0
3.125,2341.609,0
3.125,1955.545,0
3.125,1606.006,0
4.762,2336.464,0
3.125,2591.156,0
3.125,2248.371,0
3.077,2586.611,0
2.857,2890.722,0
2.857,2587.941,0
1.515,2894.949,30
1.515,2594.824,30
3.077,2252.598,30
3.077,1956.874,30
24.242,1606.015,30
24.242,1729.378,30
1.515,2344.509,30
1.515,1959.016,30
1.587,1610.230,30
1.587,1327.410,30
22.222,1158.703,30
24.242,1324.385,30
1.587,1735.666,30
1.587,1329.509,30
5.263,719.185,30
5.263,963.633,30
5.263,1324.397,30
1.563,1612.009,30
1.587,1163.448,30
5.263,321.223,30
5.263,717.305,30
5.263,1157.560,30
1.563,2062.739,30
1.563,1611.166,30
1.563,1162.280,30
1.563,1733.316,30
1.563,1326.440,30
1.563,1955.545,30
3.125,2591.156,30
1.563,2248.371,30
1.613,2586.611,30
1.449,2890.722,30
4.286,2587.941,30
22.222,0.000,60
22.222,967.848,60
22.222,721.069,60
1.587,1612.009,60
22.222,722.999,60
22.222,325.450,60
1.587,2062.739,60
1.587,1611.166,60
1.587,1162.280,60
30.769,721.117,60
30.769,321.247,60
1.563,2159.491,60
1.587,1733.316,60
1.587,1326.440,60
30.769,963.627,60
30.769,715.393,60
1.563,2341.609,60
1.563,1955.545,60
1.563,1606.006,60
24.138,1152.824,60
24.138,1319.244,60
24.138,1601.837,60
24.138,1950.752,60
1.613,2336.464,60
1.563,2248.371,60
25.806,1159.857,90
3.226,2336.464,90
27.586,1600.898,90
1.449,2890.722,90
1.449,2587.941,90
1.538,2886.772,90
37.037,0.000,120
1.408,2340.327,120
28.000,2155.562,120
28.000,2056.656,120
28.000,2056.040,120
3.125,2252.598,120
3.125,1956.874,120
1.587,1610.230,120
1.587,1327.410,120
27.273,1159.857,120
1.587,1735.666,120
1.587,1329.509,120
37.037,967.848,120
37.037,721.069,120
1.538,1612.009,120
1.587,1163.448,120
37.037,722.999,120
37.037,325.450,120
1.538,2062.739,120
1.538,1611.166,120
1.538,1162.280,120
1.563,2159.491,120
1.538,1733.316,120
1.538,1326.440,120
1.563,2341.609,120
1.563,1955.545,120
1.563,1606.006,120
1.587,2336.464,120
1.563,2248.371,120
1.538,2886.772,120
1.515,1156.385,240
8.772,2591.156,240
5.882,2594.824,-90
42.857,1729.378,-90
42.857,1953.531,-90
42.857,2248.532,-90
42.857,2590.287,-90
29.630,1610.230,-90
42.857,1324.385,-90
42.857,1606.074,-90
42.857,1954.233,-90
42.857,2339.371,-90
42.857,963.633,-90
47.619,1324.397,-90
42.857,1730.185,-90
47.619,2155.720,-90
50.000,717.305,-90
50.000,1157.560,-90
50.000,1606.063,-90
50.000,2057.427,-90
62.857,715.408,-90
62.857,1156.385,-90
62.857,1605.216,-90
50.000,2056.767,-90
21.429,1326.440,-90
35.088,959.393,-90
35.088,1321.314,-90
30.000,1727.827,-90
30.000,2153.828,-90
33.333,2341.609,-90
21.429,1955.545,-90
21.429,1606.006,-90
21.429,1322.281,-90
35.088,1319.244,-90
35.088,1601.837,-90
35.088,1950.752,-90
35.088,2336.464,-90
21.429,2591.156,-90
21.429,2248.371,-90
21.429,1952.007,-90
21.429,2890.722,-90
21.429,2587.941,-90
4.762,2153.797,-60
4.762,2337.618,-60
4.762,2589.238,-60
4.762,2891.007,-60
30.435,2594.824,-60
8.333,717.305,-60
8.333,1157.560,-60
8.333,1606.063,-60
8.333,2057.427,-60
44.444,715.408,-60
50.000,1156.385,-60
44.444,1605.216,-60
8.333,2056.767,-60
35.088,959.393,-60
35.088,1321.314,-60
46.667,1727.827,-60
46.667,2153.828,-60
35.088,1319.244,-60
35.088,1601.837,-60
35.088,1950.752,-60
35.088,2336.464,-60
4.545,1600.898,-60
4.545,2149.881,-60
4.545,2050.701,-60
26.087,2594.824,-30
32.500,1729.378,-30
32.500,1953.531,-30
35.000,2248.532,-30
32.500,2590.287,-30
22.222,2344.509,-30
22.222,1610.230,-30
60.000,1324.385,-30
61.667,1606.074,-30
60.000,1954.233,-30
60.345,2339.371,-30
22.222,2161.377,-30
22.222,1329.509,-30
60.000,963.633,-30
61.667,1324.397,-30
60.000,1730.185,-30
60.000,2155.720,-30
63.077,717.305,-30
63.077,1157.560,-30
63.077,1606.063,-30
63.077,2057.427,-30
44.615,715.408,-30
44.615,1156.385,-30
44.615,1605.216,-30
63.077,2056.767,-30
20.000,1727.827,-30
20.000,2153.828,-30
30.769,2153.797,0
30.769,2337.618,0
30.769,2589.238,0
28.571,2891.007,0
39.130,2594.824,0
36.066,1729.378,0
36.066,1953.531,0
36.066,2248.532,0
35.000,2590.287,0
9.524,2344.509,0
9.524,1959.016,0
9.524,1610.230,0
59.091,1324.385,0
59.091,1606.074,0
59.091,1954.233,0
59.091,2339.371,0
9.524,2161.377,0
9.524,1735.666,0
9.524,1329.509,0
59.091,963.633,0
59.091,1324.397,0
59.091,1730.185,0
59.091,2155.720,0
67.692,717.305,0
67.692,1157.560,0
61.538,1606.063,0
67.692,2057.427,0
42.188,715.408,0
42.188,1156.385,0
41.270,1605.216,0
67.692,2056.767,0
30.000,2159.491,0
30.000,1733.316,0
52.632,1326.440,0
31.250,2341.609,0
37.500,1955.545,0
47.368,1606.006,0
52.632,1322.281,0
43.750,2591.156,0
47.368,2248.371,0
52.632,1952.007,0
4.545,1726.142,0
37.500,2890.722,0
37.500,2587.941,0
4.545,2335.096,0
4.545,2050.701,0
23.077,2153.797,30
21.875,2337.618,30
23.077,2589.238,30
21.875,2891.007,30
26.087,2594.824,30
49.206,1729.378,30
48.387,1953.531,30
49.206,2248.532,30
48.387,2590.287,30
19.697,1324.385,30
19.697,1606.074,30
19.697,1954.233,30
19.697,2339.371,30
19.697,963.633,30
19.697,1324.397,30
19.697,1730.185,30
19.697,2155.720,30
1.515,717.305,30
1.515,1157.560,30
1.515,1606.063,30
1.515,2057.427,30
1.538,715.408,30
1.538,1156.385,30
1.538,1605.216,30
1.515,2056.767,30
1.587,1729.378,60
1.587,1953.531,60
1.587,2248.532,60
1.587,2590.287,60
30.435,2594.824,90
1.639,1729.378,90
1.639,2248.532,90
1.515,1324.385,90
1.515,1606.074,90
1.515,1954.233,90
1.515,2339.371,90
1.515,963.633,90
1.515,1324.397,90
1.515,1730.185,90
1.515,2155.720,90
70.000,2063.398,90
70.000,1612.009,90
70.000,1163.448,90
26.087,2594.824,120
3.175,1953.531,120
3.175,2248.532,120
3.175,2590.287,120
25.000,2063.398,120
20.000,1612.009,120
25.000,1163.448,120
3.030,715.408,120
1.515,1156.385,120
1.515,1605.216,120
72.917,1326.440,120
38.462,2341.609,120
72.917,1955.545,120
72.917,1606.006,120
68.085,1322.281,120
72.917,2591.156,120
72.340,2248.371,120
72.917,1952.007,120
72.340,2890.722,120
72.917,2587.941,120
3.125,2153.797,150
3.125,2337.618,150
3.125,2589.238,150
3.125,2891.007,150
8.333,1729.378,150
6.667,1953.531,150
8.333,2248.532,150
6.667,2590.287,150
6.154,1324.385,150
3.077,1606.074,150
6.154,1954.233,150
3.077,2339.371,150
3.077,963.633,150
3.077,1324.397,150
3.077,1730.185,150
3.077,2155.720,150
3.175,1729.378,180
3.175,1953.531,180
3.175,2248.532,180
3.175,2590.287,180
28.125,1726.142,180
28.125,1600.898,180
28.125,2335.096,180
28.125,2149.881,180
28.125,2050.701,180
4.615,2153.797,210
4.615,2337.618,210
4.615,2589.238,210
4.615,2891.007,210
7.937,1729.378,210
7.937,1953.531,210
4.762,2248.532,210
7.937,2590.287,210
3.030,1324.385,210
3.030,1606.074,210
3.030,1954.233,210
3.030,2339.371,210
3.030,963.633,210
3.030,1324.397,210
3.030,1730.185,210
3.030,2155.720,210
1.515,715.408,210
1.515,1156.385,210
1.515,1605.216,210
21.875,1726.142,210
21.875,1600.898,210
21.875,2335.096,210
21.875,2149.881,210
21.875,2050.701,210
3.077,1956.874,120
10.606,2161.377,120
7.576,1735.666,120
1.493,2063.398,120
3.125,1612.009,120
1.493,2062.739,120
3.125,1611.166,120
1.563,1162.280,120
1.563,2159.491,120
3.125,1733.316,120
1.563,1326.440,120
1.563,2341.609,120
1.563,1955.545,120
1.563,1606.006,120
1.587,2336.464,120
1.563,2591.156,120
1.563,2248.371,120
1.563,1952.007,120
1.538,2586.611,120
1.538,2886.772,120
1.493,2894.949,150
1.493,2594.824,150
1.493,2252.598,150
1.493,2344.509,150
1.493,1959.016,150
7.353,2161.377,150
7.353,1735.666,150
1.538,2591.156,150
26.667,2050.083,150
26.667,2148.111,150
26.667,2332.380,150
26.667,2584.509,150
1.515,2592.662,180
1.515,2340.327,180
7.353,2161.377,180
7.353,1735.666,180
1.563,1162.280,180
1.563,2159.491,180
1.563,1326.440,180
1.563,2341.609,180
1.563,1955.545,180
1.563,1606.006,180
1.563,2248.371,180
1.563,1952.007,180
34.483,1726.142,180
34.483,1600.898,180
34.483,1600.081,180
2.857,2890.722,180
1.429,2587.941,180
2.941,2161.377,210
2.941,1735.666,210
1.563,1955.545,210
1.563,2248.371,210
1.493,2161.377,240
1.493,1735.666,240
1.563,2159.491,240
1.563,2341.609,240
1.563,1955.545,240
1.563,1606.006,240
1.563,2248.371,240
1.563,1952.007,240
34.483,1726.142,240
34.483,1600.898,240
34.483,1600.081,240
1.538,2886.772,240
25.926,0.000,-60
24.000,2056.656,-60
3.390,2337.618,-60
1.786,2891.007,-60
1.587,1731.643,-60
3.390,1953.531,-60
1.786,2590.287,-60
1.613,1327.410,-60
1.613,967.848,-60
16.667,721.069,-60
16.667,719.185,-60
20.833,963.633,-60
25.000,1324.397,-60
1.613,722.999,-60
25.926,325.450,-60
25.926,321.223,-60
20.833,717.305,-60
25.000,1157.560,-60
18.519,1322.281,-60
18.519,1152.824,-60
1.563,2586.611,-60
1.563,2886.772,-60
23.333,2592.662,-30
23.333,2340.327,-30
22.059,2155.562,-30
32.000,2056.656,-30
1.667,1956.874,-30
1.667,1731.643,-30
27.027,1606.829,-30
27.027,1606.015,-30
33.333,1729.378,-30
5.357,1610.230,-30
5.357,1327.410,-30
27.027,1159.857,-30
27.027,1158.703,-30
33.333,1324.385,-30
1.471,2161.377,-30
1.471,1735.666,-30
5.357,1329.509,-30
5.357,967.848,-30
22.581,721.069,-30
22.581,719.185,-30
5.882,963.633,-30
5.882,1324.397,-30
1.449,2063.398,-30
22.414,1612.009,-30
5.357,1163.448,-30
5.357,722.999,-30
5.882,717.305,-30
5.882,1157.560,-30
1.449,2062.739,-30
22.414,1611.166,-30
22.414,1162.280,-30
44.828,2159.491,-30
22.414,1733.316,-30
22.414,1326.440,-30
44.828,2341.609,-30
44.828,1955.545,-30
44.828,1606.006,-30
30.189,2591.156,-30
44.828,2248.371,-30
44.828,1952.007,-30
21.667,2890.722,-30
21.667,2587.941,-30
56.000,2056.656,0
27.027,1606.829,0
27.027,1606.015,0
1.695,1953.531,0
27.027,1159.857,0
27.027,1158.703,0
25.000,2335.096,0
25.000,2149.881,0
25.000,2050.701,0
1.695,2337.618,30
7.500,2589.238,30
1.786,2891.007,30
5.000,1956.874,30
5.000,1731.643,30
1.695,1953.531,30
1.786,2590.287,30
5.882,2161.377,30
5.882,1735.666,30
4.762,2159.491,30
3.175,2341.609,30
4.762,1955.545,30
3.175,1606.006,30
34.483,1319.244,30
34.483,1601.837,30
34.483,1950.752,30
4.762,2248.371,30
4.762,1952.007,30
3.030,2894.949,60
3.030,2594.824,60
3.030,2252.598,60
3.030,2344.509,60
3.030,1959.016,60
33.333,963.633,60
33.333,1324.397,60
1.449,2063.398,60
1.587,1612.009,60
33.333,717.305,60
33.333,1157.560,60
1.449,2062.739,60
1.587,1611.166,60
1.587,1162.280,60
26.923,721.117,60
26.923,321.247,60
26.923,316.964,60
1.563,2159.491,60
1.587,1733.316,60
1.587,1326.440,60
26.923,963.627,60
26.923,715.393,60
26.923,713.493,60
1.563,2341.609,60
1.563,1955.545,60
1.563,1606.006,60
1.563,2248.371,60
1.563,1952.007,60
4.839,2586.611,60
4.839,2886.772,60
1.695,2337.618,90
1.695,1953.531,90
1.587,2336.464,90
1.538,2586.611,90
1.538,2886.772,90
37.143,2592.662,150
5.882,2153.797,150
5.882,2337.618,150
3.636,1959.016,150
5.455,1159.857,150
3.571,1158.703,150
1.786,2161.377,150
5.455,721.069,150
3.333,2056.767,150
59.259,963.627,150
59.259,1606.006,150
59.259,1322.281,150
1.923,1319.244,150
1.923,1601.837,150
1.923,1950.752,150
6.250,2591.156,150
6.250,2248.371,150
6.250,1952.007,150
42.857,1726.142,150
42.857,1600.898,150
42.857,1600.081,150
6.250,2890.722,150
6.250,2587.941,150
6.250,2335.096,150
42.857,2149.881,150
20.000,2592.662,180
15.789,2056.656,180
15.789,2056.040,180
15.789,1606.829,180
15.789,1606.015,180
15.789,1729.378,180
1.818,1158.703,180
1.695,2339.371,180
1.695,2155.720,180
1.695,2057.427,180
10.256,1156.385,180
10.256,1605.216,180
10.256,959.393,180
10.256,1321.314,180
28.571,1726.142,180
33.333,1600.898,180
33.333,1600.081,180
28.571,2149.881,180
1.667,2894.949,210
1.695,2339.371,210
2.128,325.450,210
1.695,2057.427,210
5.128,1156.385,210
5.128,1605.216,210
5.128,959.393,210
5.128,1321.314,210
1.887,1319.244,210
1.887,1601.837,210
1.887,1950.752,210
2.000,1723.868,210
2.000,1948.655,210
3.509,1959.016,240
3.333,2339.371,240
1.961,1735.666,240
1.961,2063.398,240
1.961,1612.009,240
1.961,1163.448,240
4.255,325.450,240
2.326,321.223,240
9.615,2159.491,240
9.615,2341.609,240
9.615,1955.545,240
28.571,1726.142,240
28.571,1600.898,240
28.571,1600.081,240
1.587,2244.297,240
28.571,2149.881,240
1.587,2584.509,240
1.724,2894.949,-120
50.000,2155.562,-120
50.000,2056.656,-120
50.000,2056.040,-120
36.842,2153.797,-120
36.842,2337.618,-120
66.667,2589.238,-120
50.000,1956.874,-120
50.000,1731.643,-120
50.000,1606.829,-120
50.000,1606.015,-120
50.000,1729.378,-120
73.684,2344.509,-120
34.615,1610.230,-120
34.615,1327.410,-120
21.429,1158.703,-120
20.000,1324.385,-120
20.000,1606.074,-120
20.000,1954.233,-120
5.882,2339.371,-120
1.724,2161.377,-120
34.615,1329.509,-120
34.615,967.848,-120
20.000,719.185,-120
20.000,963.633,-120
20.000,1324.397,-120
20.000,1730.185,-120
20.000,325.450,-120
25.000,321.223,-120
20.000,717.305,-120
20.000,1157.560,-120
20.000,1606.063,-120
86.207,721.117,-120
17.647,316.964,-120
17.647,715.408,-120
20.833,1156.385,-120
20.833,1605.216,-120
20.833,959.393,-120
20.833,1321.314,-120
12.500,1319.244,-120
12.500,1601.837,-120
12.500,1950.752,-120
12.903,1723.868,-120
12.903,1948.655,-120
1.724,2332.380,-120
33.333,0.000,-90
10.256,2894.949,-90
10.000,2592.662,-90
64.286,2589.238,-90
68.421,2344.509,-90
20.833,1610.230,-90
20.833,1327.410,-90
14.286,1158.703,-90
40.000,2339.371,-90
2.083,1735.666,-90
20.833,1329.509,-90
20.833,967.848,-90
50.000,2155.720,-90
2.083,2063.398,-90
2.083,1612.009,-90
2.083,1163.448,-90
20.000,321.223,-90
50.000,2057.427,-90
33.333,321.247,-90
11.111,316.964,-90
15.789,715.408,-90
25.000,2056.767,-90
11.765,963.627,-90
10.526,713.493,-90
10.526,1727.827,-90
6.250,1606.006,-90
6.250,1322.281,-90
17.647,1153.984,-90
4.167,1319.244,-90
4.167,1601.837,-90
4.167,1950.752,-90
14.286,2336.464,-90
6.667,2591.156,-90
6.667,2248.371,-90
6.667,1952.007,-90
35.714,1726.142,-90
35.714,1600.898,-90
35.714,1600.081,-90
3.704,2586.611,-90
6.667,2587.941,-90
6.667,2335.096,-90
35.714,2149.881,-90
5.172,2332.380,-90
3.704,2886.772,-90
9.524,0.000,-60
45.455,2155.562,-60
7.143,2252.598,-60
45.455,1956.874,-60
45.455,1731.643,-60
40.000,2344.509,-60
21.739,1959.016,-60
32.143,1610.230,-60
40.625,1327.410,-60
38.462,1159.857,-60
35.714,1158.703,-60
37.500,2339.371,-60
18.519,2161.377,-60
45.000,1735.666,-60
40.625,1329.509,-60
32.143,967.848,-60
38.462,721.069,-60
46.154,2155.720,-60
40.541,2063.398,-60
40.541,1612.009,-60
40.541,1163.448,-60
33.333,2057.427,-60
25.000,721.117,-60
8.696,321.247,-60
27.273,316.964,-60
27.273,715.408,-60
12.500,1156.385,-60
4.545,1605.216,-60
28.571,2056.767,-60
45.455,715.393,-60
21.053,713.493,-60
4.545,959.393,-60
12.500,1321.314,-60
21.053,1727.827,-60
14.286,2153.828,-60
22.222,1153.984,-60
35.714,1152.824,-60
4.000,1319.244,-60
4.000,1601.837,-60
4.000,1950.752,-60
14.286,2336.464,-60
3.333,2591.156,-60
3.333,2248.371,-60
3.333,1952.007,-60
8.333,1600.081,-60
3.333,2890.722,-60
3.333,2587.941,-60
3.333,2335.096,-60
8.333,2149.881,-60
23.810,2050.701,-60
27.273,2050.083,-60
13.514,2894.949,-30
31.818,2155.562,-30
6.667,2589.238,-30
5.882,2252.598,-30
31.818,1956.874,-30
31.818,1731.643,-30
50.000,2344.509,-30
51.923,1959.016,-30
6.250,1159.857,-30
4.545,1158.703,-30
13.636,2339.371,-30
49.057,2161.377,-30
48.837,1735.666,-30
6.250,721.069,-30
28.571,2155.720,-30
48.837,2063.398,-30
48.837,1612.009,-30
48.837,1163.448,-30
35.294,2057.427,-30
76.000,2062.739,-30
76.000,1611.166,-30
36.170,1162.280,-30
23.077,721.117,-30
20.000,321.247,-30
61.818,316.964,-30
61.818,715.408,-30
14.286,1156.385,-30
14.286,1605.216,-30
46.154,2056.767,-30
76.000,1733.316,-30
76.000,1326.440,-30
54.054,713.493,-30
14.286,959.393,-30
14.286,1321.314,-30
54.054,1727.827,-30
3.509,2153.828,-30
8.333,1152.824,-30
14.286,1319.244,-30
14.286,1601.837,-30
14.286,1950.752,-30
3.509,2336.464,-30
11.765,2591.156,-30
11.765,2248.371,-30
11.765,1952.007,-30
21.429,1726.142,-30
21.429,1600.898,-30
21.429,1600.081,-30
5.263,1723.868,-30
5.263,1948.655,-30
11.765,2890.722,-30
11.765,2587.941,-30
11.765,2335.096,-30
21.429,2149.881,-30
6.250,2050.083,-30
1.754,2886.772,-30
20.000,0.000,0
5.263,2592.662,0
10.000,2056.656,0
10.000,2056.040,0
6.897,2153.797,0
6.897,2337.618,0
76.190,2589.238,0
10.000,1606.829,0
10.000,1606.015,0
10.000,1729.378,0
25.000,1953.531,0
25.000,2248.532,0
58.000,2590.287,0
21.277,1959.016,0
2.500,1610.230,0
2.500,1327.410,0
55.102,1159.857,0
56.000,1158.703,0
35.714,1324.385,0
35.714,1606.074,0
35.714,1954.233,0
5.172,2339.371,0
32.000,2161.377,0
20.513,1735.666,0
2.500,1329.509,0
2.500,967.848,0
55.102,721.069,0
35.714,719.185,0
35.714,963.633,0
35.714,1324.397,0
35.714,1730.185,0
1.754,2155.720,0
16.216,2063.398,0
20.513,1612.009,0
16.216,1163.448,0
20.833,325.450,0
21.053,321.223,0
35.714,717.305,0
35.714,1157.560,0
35.714,1606.063,0
20.000,321.247,0
17.544,316.964,0
17.544,715.408,0
25.641,1156.385,0
25.641,1605.216,0
1.961,2159.491,0
16.000,963.627,0
51.163,715.393,0
46.552,713.493,0
25.641,959.393,0
25.641,1321.314,0
46.552,1727.827,0
1.961,2341.609,0
1.961,1955.545,0
16.000,1606.006,0
16.000,1322.281,0
38.889,1153.984,0
29.787,1152.824,0
44.898,1319.244,0
44.898,1601.837,0
46.000,1950.752,0
5.128,2591.156,0
5.128,2248.371,0
7.500,1952.007,0
21.277,1723.868,0
21.277,1948.655,0
7.500,2890.722,0
5.128,2587.941,0
7.500,2335.096,0
1.724,2332.380,0
9.524,2592.662,30
31.579,2252.598,30
9.091,1953.531,30
16.667,2248.532,30
1.923,1959.016,30
5.128,1610.230,30
7.500,1327.410,30
17.391,1324.385,30
12.500,1606.074,30
17.391,1954.233,30
6.780,2339.371,30
8.772,2161.377,30
2.564,1329.509,30
2.564,967.848,30
12.500,719.185,30
8.696,963.633,30
20.833,1324.397,30
8.696,1730.185,30
8.621,2155.720,30
13.514,325.450,30
28.571,321.223,30
17.391,717.305,30
20.833,1157.560,30
8.696,1606.063,30
3.509,2057.427,30
1.887,1611.166,30
1.852,316.964,30
5.882,1156.385,30
11.765,1605.216,30
1.887,1733.316,30
13.793,963.627,30
3.922,713.493,30
5.882,959.393,30
5.882,1321.314,30
1.923,1727.827,30
3.509,2153.828,30
1.961,1955.545,30
13.793,1606.006,30
20.690,1322.281,30
10.345,1319.244,30
10.345,1950.752,30
1.754,2336.464,30
7.317,2591.156,30
7.500,2248.371,30
7.317,1952.007,30
3.333,1948.655,30
3.636,2586.611,30
7.500,2890.722,30
7.317,2587.941,30
5.000,2335.096,30
1.639,2584.509,30
1.852,2886.772,30
1.786,2894.949,60
11.111,2592.662,60
14.286,2056.656,60
14.286,2056.040,60
6.061,2153.797,60
6.061,2337.618,60
14.286,1606.829,60
14.286,1606.015,60
14.286,1729.378,60
36.000,1953.531,60
36.000,2248.532,60
3.704,1959.016,60
5.660,1158.703,60
3.509,2161.377,60
2.326,1735.666,60
2.326,2063.398,60
2.326,1612.009,60
6.667,1163.448,60
10.811,325.450,60
16.129,321.223,60
1.667,2056.767,60
6.897,713.493,60
5.263,1727.827,60
30.435,1319.244,60
30.435,1601.837,60
30.435,1950.752,60
2.500,2591.156,60
2.500,2248.371,60
2.500,1952.007,60
5.128,1723.868,60
5.128,1948.655,60
2.500,2890.722,60
2.500,2587.941,60
2.500,2335.096,60
27.273,2050.083,60
8.929,2894.949,90
23.077,2592.662,90
1.786,1959.016,90
7.500,1610.230,90
4.000,1159.857,90
1.887,1158.703,90
1.724,2339.371,90
13.889,325.450,90
5.455,2062.739,90
5.455,1611.166,90
5.263,316.964,90
5.263,715.408,90
5.769,2159.491,90
5.455,1733.316,90
5.455,1326.440,90
69.811,963.627,90
6.667,715.393,90
5.769,2341.609,90
5.769,1955.545,90
69.811,1606.006,90
69.811,1322.281,90
2.778,1153.984,90
1.695,2894.949,120
22.727,2155.562,120
8.824,2153.797,120
8.824,2337.618,120
22.727,1956.874,120
22.727,1731.643,120
23.810,1610.230,120
23.810,1327.410,120
1.887,1159.857,120
9.091,1158.703,120
1.724,2161.377,120
8.696,1735.666,120
23.810,1329.509,120
23.810,967.848,120
1.887,721.069,120
8.696,2063.398,120
8.696,1612.009,120
8.696,1163.448,120
12.195,325.450,120
1.852,2062.739,120
1.852,1611.166,120
1.852,1733.316,120
1.852,1326.440,120
67.308,963.627,120
4.444,715.393,120
67.308,1606.006,120
67.308,1322.281,120
2.778,1153.984,120
2.128,1152.824,120
5.882,2155.562,60
5.882,2056.656,60
3.509,2589.238,60
3.509,2891.007,60
5.882,1606.829,60
3.509,2590.287,60
20.690,2344.509,60
1.887,1959.016,60
28.070,1954.233,60
28.070,2339.371,60
7.500,2161.377,60
1.887,1735.666,60
1.887,1329.509,60
28.070,2155.720,60
7.500,2063.398,60
1.923,1612.009,60
17.241,2057.427,60
1.667,1156.385,60
1.667,1605.216,60
60.377,2159.491,60
1.667,959.393,60
1.667,1321.314,60
60.377,2341.609,60
1.754,1319.244,60
1.754,1601.837,60
60.377,2591.157,60
42.857,2248.371,60
42.857,1952.007,60
1.754,1948.655,60
1.754,2244.297,60
1.754,2586.611,60
42.857,2890.722,60
42.857,2587.941,60
2.083,2335.096,60
1.754,2584.509,60
24.561,2886.772,60
21.053,2592.662,90
21.053,2340.327,90
21.053,2252.598,90
21.053,1956.874,90
21.053,1731.643,90
21.053,1610.231,90
21.053,1327.410,90
1.695,1157.560,90
1.695,1606.063,90
1.695,715.408,90
10.256,963.627,90
10.256,715.393,90
10.256,713.493,90
10.256,1322.281,90
1.639,1950.752,90
1.639,2336.464,90
42.857,2248.371,90
42.857,1952.007,90
42.857,2890.722,90
42.857,2587.941,90
1.754,2886.772,90
1.818,1959.016,120
4.000,2161.377,120
1.818,1735.666,120
1.818,1329.509,120
1.695,1324.397,120
1.695,1730.185,120
4.000,2063.398,120
1.695,717.305,120
1.724,1157.560,120
1.724,1606.063,120
1.724,715.408,120
5.128,963.627,120
5.128,715.393,120
5.128,713.493,120
5.128,1322.281,120
1.887,1726.142,120
1.754,2886.772,120
1.667,963.633,150
28.571,2248.371,150
28.571,1952.007,150
28.571,2890.722,150
28.571,2587.941,150
1.613,2050.083,150
1.724,2332.380,150
3.333,1606.074,180
3.333,963.633,180
1.887,1612.009,180
1.587,2050.083,180
1.695,1324.397,210
1.695,1730.185,210
1.695,717.305,210
1.724,1723.868,240
1.724,2148.111,240
1.724,2332.380,240
8.333,2592.662,-120
8.333,2340.327,-120
45.000,2589.238,-120
45.000,2891.007,-120
36.364,2594.824,-120
8.333,2252.598,-120
8.333,1956.874,-120
8.333,1731.643,-120
20.000,1606.015,-120
45.000,2590.287,-120
12.500,1959.016,-120
8.333,1610.231,-120
8.333,1327.410,-120
26.087,1606.074,-120
22.727,1954.233,-120
22.727,2339.371,-120
12.500,1735.666,-120
12.500,1329.509,-120
26.087,963.633,-120
38.095,1324.397,-120
38.095,1730.185,-120
22.727,2155.720,-120
36.842,1612.009,-120
38.095,717.305,-120
50.000,1157.560,-120
50.000,1606.063,-120
56.410,2057.427,-120
50.000,715.408,-120
50.000,1156.385,-120
50.000,1605.216,-120
50.000,2056.767,-120
5.556,2159.491,-120
60.000,1326.440,-120
21.429,963.627,-120
21.429,715.393,-120
21.429,713.493,-120
50.000,959.393,-120
50.000,1321.314,-120
50.000,1727.827,-120
50.000,2153.828,-120
5.556,2341.609,-120
4.762,1955.545,-120
35.714,1606.006,-120
21.429,1322.281,-120
51.515,1153.984,-120
51.515,1152.824,-120
5.263,1319.244,-120
5.263,1601.837,-120
11.111,1950.752,-120
11.111,2336.464,-120
5.556,2591.157,-120
21.429,2248.371,-120
21.429,1952.007,-120
15.385,1726.142,-120
15.385,1600.898,-120
17.949,1600.081,-120
1.754,1723.868,-120
5.263,1948.655,-120
5.263,2244.297,-120
5.263,2586.611,-120
21.429,2890.722,-120
